timestamp,open,high,low,close,volume
2024-12-20,0.31431,0.32907,0.26216,0.31793,6899043983.0
2024-12-21,0.31792,0.35,0.31395,0.32042,3747409658.0
2024-12-22,0.32042,0.3246,0.3051,0.31262,2191716587.0
2024-12-23,0.31263,0.32882,0.3028,0.32497,2130359688.0
2024-12-24,0.32497,0.34053,0.3162,0.3371,1468454936.0
2024-12-25,0.3371,0.34221,0.32549,0.33433,1176142542.0
2024-12-26,0.33434,0.338,0.30837,0.31274,1143051080.0
2024-12-27,0.31274,0.32488,0.30873,0.31186,1010676000.0
2024-12-28,0.31187,0.32758,0.31133,0.32439,626267458.0
2024-12-29,0.32439,0.3297,0.31192,0.31435,838842516.0
2024-12-30,0.31435,0.32326,0.30666,0.31396,1242292430.0
2024-12-31,0.31396,0.3291,0.3093,0.316,1024184412.0
2025-01-01,0.316,0.32749,0.31195,0.32513,705437154.0
2025-01-02,0.32513,0.345,0.3246,0.33893,1564674333.0
2025-01-03,0.33894,0.38944,0.33599,0.37989,2152130037.0
2025-01-04,0.37989,0.39876,0.37642,0.39483,1857777267.0
2025-01-05,0.39482,0.39788,0.37516,0.3823,1058790866.0
2025-01-06,0.38231,0.39555,0.376,0.38782,1121833276.0
2025-01-07,0.38782,0.39831,0.34713,0.348,2539411771.0
2025-01-08,0.348,0.35558,0.32444,0.3423,2126726199.0
2025-01-09,0.3423,0.34686,0.3143,0.321,1860743903.0
2025-01-10,0.32099,0.33983,0.32091,0.33388,1488638174.0
2025-01-11,0.33388,0.34817,0.32956,0.3412,604720851.0
2025-01-12,0.3412,0.34355,0.33168,0.33591,648565559.0
2025-01-13,0.33591,0.34628,0.30969,0.33807,1782621475.0
2025-01-14,0.33808,0.3622,0.33585,0.35591,1629282050.0
2025-01-15,0.35591,0.38777,0.3483,0.38537,2004221988.0
2025-01-16,0.38537,0.39021,0.36761,0.37649,1998516270.0
2025-01-17,0.37649,0.42215,0.37549,0.41525,2738492069.0
2025-01-18,0.41525,0.43408,0.38355,0.39641,3421181167.0
2025-01-19,0.39641,0.40998,0.34684,0.3584,4843917387.0
2025-01-20,0.35839,0.38663,0.34486,0.35456,4008416908.0
