timestamp,open,high,low,close,volume
2026-01-06,0.075,0.45,0.075,0.3516,163693761.4
2026-01-07,0.3517,0.596,0.3335,0.4355,329856249.4
2026-01-08,0.4354,0.4971,0.3765,0.398,91220238.0
2026-01-09,0.398,0.4329,0.3739,0.3947,58746356.8
2026-01-10,0.3948,0.4051,0.3734,0.3792,57288121.3
2026-01-11,0.3791,0.38,0.3512,0.3583,64027910.3
2026-01-12,0.3582,0.3582,0.3298,0.3358,75011601.7
2026-01-13,0.3358,0.353,0.3049,0.3458,353634294.6
2026-01-14,0.3458,0.346,0.3158,0.3233,108978191.2
2026-01-15,0.3233,0.353,0.3019,0.3114,148133950.9
2026-01-16,0.3114,0.3311,0.3032,0.3122,115119846.2
2026-01-17,0.3121,0.3354,0.31,0.3155,293647516.5
2026-01-18,0.3154,0.3179,0.2944,0.2953,146013648.0
2026-01-19,0.2953,0.2954,0.267,0.2712,345584772.7
2026-01-20,0.2711,0.2912,0.2444,0.2471,1578071434.2
2026-01-21,0.2472,0.2537,0.2308,0.2421,19713730.7
2026-01-22,0.2421,0.2448,0.2289,0.2371,16047744.0
2026-01-23,0.237,0.2504,0.2347,0.243,23660348.9
2026-01-24,0.243,0.2623,0.243,0.2516,18988371.3
2026-01-25,0.2514,0.2514,0.2109,0.2155,10732982.0
2026-01-26,0.2153,0.2153,0.2028,0.2104,12203754.0
2026-01-27,0.2104,0.2423,0.204,0.2229,26536458.1
2026-01-28,0.2228,0.2228,0.2074,0.2108,7615419.8
2026-01-29,0.2109,0.2109,0.1825,0.1843,14262025.6
2026-01-30,0.1843,0.1969,0.1783,0.1937,16435149.3
2026-01-31,0.1936,0.197,0.1496,0.1589,18640774.8
2026-02-01,0.1589,0.2063,0.1553,0.1609,61086307.0
2026-02-02,0.1608,0.1667,0.1476,0.152,18911069.9
2026-02-03,0.1519,0.1541,0.139,0.145,13033210.1
2026-02-04,0.1451,0.1534,0.1387,0.1447,16039399.2
2026-02-05,0.1448,0.1448,0.1214,0.1259,25436648.5
2026-02-06,0.1259,0.1485,0.1113,0.1462,50230563.3
2026-02-07,0.1462,0.1938,0.1398,0.1827,100852459.8
2026-02-08,0.1828,0.1828,0.1585,0.1617,54026933.9
2026-02-09,0.1617,0.1644,0.1471,0.155,18587495.5
2026-02-10,0.1549,0.1575,0.1448,0.1483,12475698.3
2026-02-11,0.1482,0.1495,0.1398,0.1439,13183609.5
2026-02-12,0.1439,0.1579,0.1438,0.156,22036203.2
2026-02-13,0.1558,0.1559,0.1457,0.1509,10319309.3
2026-02-14,0.1508,0.1527,0.1444,0.1516,7449933.3
2026-02-15,0.1512,0.155,0.1372,0.1393,11278020.3
2026-02-16,0.1393,0.1432,0.1328,0.1365,9052489.4
2026-02-17,0.1365,0.1591,0.135,0.1424,29601137.7
2026-02-18,0.1423,0.1432,0.1307,0.1323,8790975.1
2026-02-19,0.1322,0.1337,0.1218,0.1276,7590023.5
2026-02-20,0.1274,0.1414,0.1261,0.1359,19330803.5
2026-02-21,0.1358,0.1558,0.1342,0.135,32311595.6
2026-02-22,0.1351,0.1352,0.1276,0.1291,10089073.3
2026-02-23,0.1292,0.13,0.1211,0.1276,7745164.0
2026-02-24,0.1275,0.1334,0.1232,0.1303,19522564.6
2026-02-25,0.1303,0.1401,0.1293,0.136,13462701.7
2026-02-26,0.1359,0.1462,0.1352,0.1443,20190513.9
2026-02-27,0.1442,0.1478,0.1331,0.1367,14604269.2
2026-02-28,0.1367,0.1378,0.1236,0.1343,16088432.4
2026-03-01,0.1344,0.1394,0.1271,0.13,11938403.0
2026-03-02,0.1301,0.1471,0.1298,0.139,29855704.5
2026-03-03,0.139,0.1496,0.1384,0.1463,18720950.3
2026-03-04,0.1463,0.1509,0.1401,0.1467,14391109.8
2026-03-05,0.1468,0.169,0.1466,0.1539,32939016.6
2026-03-06,0.1538,0.1638,0.15,0.1614,21518847.5
2026-03-07,0.1614,0.1676,0.1469,0.1483,12033477.6
2026-03-08,0.1484,0.1486,0.1365,0.1368,11216584.2
2026-03-09,0.1368,0.1395,0.134,0.1349,7959652.1
2026-03-10,0.135,0.1405,0.1324,0.1337,7109046.7
2026-03-11,0.1337,0.1337,0.1267,0.1301,7135746.9
2026-03-12,0.1301,0.1348,0.1291,0.1312,9394628.2
2026-03-13,0.1313,0.1346,0.1301,0.1333,8163584.0
2026-03-14,0.1332,0.1332,0.1274,0.1306,6361428.6
2026-03-15,0.1305,0.1332,0.129,0.1317,6891351.9
2026-03-16,0.1317,0.1404,0.1299,0.1382,10090307.2
2026-03-17,0.1383,0.1434,0.1368,0.1417,17313575.0
2026-03-18,0.1418,0.1421,0.1296,0.1316,7389716.1
2026-03-19,0.1318,0.1319,0.1252,0.1272,3392152.3
2026-03-20,0.1272,0.1288,0.1248,0.1278,2318944.3
2026-03-21,0.1278,0.1285,0.1197,0.1209,3689720.5
2026-03-22,0.1209,0.1218,0.1167,0.118,3626154.5
2026-03-23,0.1181,0.1252,0.1141,0.124,7369808.3
2026-03-24,0.124,0.1269,0.1188,0.1264,7478639.4
2026-03-25,0.1264,0.1287,0.124,0.1282,3917445.2
2026-03-26,0.1282,0.1284,0.1176,0.1199,3176021.1
2026-03-27,0.12,0.1202,0.1133,0.1139,2706898.3
2026-03-28,0.1141,0.1142,0.1109,0.1112,2104371.2
2026-03-29,0.1112,0.1115,0.106,0.1083,2512060.4
2026-03-30,0.1085,0.1155,0.1083,0.1111,2860288.0
2026-03-31,0.1113,0.1147,0.1107,0.1138,4140924.7
2026-04-01,0.1138,0.1144,0.1109,0.1119,3287878.6
2026-04-02,0.112,0.1137,0.1054,0.1092,2982437.0
2026-04-03,0.1092,0.1116,0.1087,0.11,1918045.5
2026-04-04,0.1098,0.1098,0.1069,0.108,1894572.0
2026-04-05,0.1081,0.1083,0.1041,0.1072,2519803.0
2026-04-06,0.1073,0.1523,0.1073,0.1148,75416317.8
2026-04-07,0.1148,0.1185,0.1105,0.1174,19791900.5
2026-04-08,0.1175,0.1178,0.1135,0.1166,5534495.4
2026-04-09,0.1168,0.1221,0.1146,0.1216,7363939.9
2026-04-10,0.1216,0.1276,0.1199,0.1237,10708787.6
2026-04-11,0.1237,0.1266,0.1213,0.1233,4247126.9
2026-04-12,0.1232,0.1233,0.1157,0.1163,3719605.3
2026-04-13,0.1163,0.1272,0.115,0.1267,6459336.1
2026-04-14,0.1266,0.1272,0.1192,0.1212,4166220.1
2026-04-15,0.1213,0.1245,0.1202,0.1229,5091390.8
2026-04-16,0.1229,0.1358,0.1223,0.134,14178215.8
2026-04-17,0.1339,0.1349,0.1281,0.13,5043413.5
