timestamp,open,high,low,close,volume
2026-06-11,900.0,1000.0,900.0,998.52,1963.656
2026-06-12,998.52,1019.4,954.9,989.15,1267.935
2026-06-13,990.6,996.38,981.2,995.78,492.728
2026-06-14,995.63,1044.39,992.56,1034.81,453.691
2026-06-15,1034.25,1096.64,1025.62,1082.93,941.739
2026-06-16,1083.07,1135.05,1023.34,1037.04,1732.526
2026-06-17,1038.34,1093.96,1014.07,1077.81,1971.128
2026-06-18,1077.38,1156.16,1074.83,1152.96,1968.018
2026-06-19,1152.96,1156.19,1101.14,1131.56,1958.848
2026-06-20,1130.49,1149.45,1122.23,1139.02,695.16
2026-06-21,1138.3,1150.76,1118.47,1124.42,473.029
2026-06-22,1123.88,1246.0,1120.84,1230.01,1816.585
2026-06-23,1230.0,1234.07,1102.22,1129.96,2267.291
